objectid,image_id,title,creator,date,date_full,description,subject,attendees,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
council_079,img_2595,23 November 1540 - 27 November 1540 - 28 November 1540 - 14 December 1540,,1540-11-23,1540-11-23 ; 1540-11-27 ; 1540-11-28 ; 1540-12-14,"Privy Council Register, 1540-1543",,"Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir William Lord Sands; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir William Lord Sands; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Anthony Browne; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Oking; Oteland; Hampton Court; Westminster; Duke of Suffolk's House,51.49963967,-0.1248413894,"The National Archives, England, PC 2/1 f.79",,Text,,,,,transcriptions,/objects/img_2595.jpg,/objects/small/img_2595_sm.jpg,/objects/thumbs/img_2595_th.jpg,,
council_080,img_2596,14 December 1540,,1540-12-14,1540-12-14,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Westminster,51.49963967,-0.1248413894,"The National Archives, England, PC 2/1 f.80",,Text,,,,,transcriptions,/objects/img_2596.jpg,/objects/small/img_2596_sm.jpg,/objects/thumbs/img_2596_th.jpg,,
council_081,img_2597,14 December 1540 - 15 December 1540,,1540-12-14,1540-12-14 ; 1540-12-15,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Westminster,51.49963967,-0.1248413894,"The National Archives, England, PC 2/1 f.81",,Text,,,,,transcriptions,/objects/img_2597.jpg,/objects/small/img_2597_sm.jpg,/objects/thumbs/img_2597_th.jpg,,
council_082,img_2598,15 December 1540,,1540-12-15,1540-12-15,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Westminster,51.49963967,-0.1248413894,"The National Archives, England, PC 2/1 f.82",,Text,,,,,transcriptions,/objects/img_2598.jpg,/objects/small/img_2598_sm.jpg,/objects/thumbs/img_2598_th.jpg,,
council_083,img_2599,1540 December 1540 - 19 December 1540,,1540-12-15,1540-12-15 ; 1540-12-19,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Westminster; Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.83",,Text,,,,,transcriptions,/objects/img_2599.jpg,/objects/small/img_2599_sm.jpg,/objects/thumbs/img_2599_th.jpg,,
council_084,img_2600,19 December 1540 - 20 December 1540,,1540-12-19,1540-12-19 ; 1540-12-20,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.84",,Text,,,,,transcriptions,/objects/img_2600.jpg,/objects/small/img_2600_sm.jpg,/objects/thumbs/img_2600_th.jpg,,
council_085,img_2601,20 December 1540 - 21 December 1540,,1540-12-20,1540-12-20 ; 1540-12-21,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.85",,Text,,,,,transcriptions,/objects/img_2601.jpg,/objects/small/img_2601_sm.jpg,/objects/thumbs/img_2601_th.jpg,,
council_086,img_2602,21 December 1540 - 22 December 1540,,1540-12-21,1540-12-21 ; 1540-12-22,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Charles Brandon, Duke of Suffolk; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.86",,Text,,,,,transcriptions,/objects/img_2602.jpg,/objects/small/img_2602_sm.jpg,/objects/thumbs/img_2602_th.jpg,,
council_087,img_2603,23 December 1540 - 24 December 1540,,1540-12-23,1540-12-23 ; 1540-12-24,"Privy Council Register, 1540-1543",,"Charles Brandon, Duke of Suffolk; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; John Baker; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.87",,Text,,,,,transcriptions,/objects/img_2603.jpg,/objects/small/img_2603_sm.jpg,/objects/thumbs/img_2603_th.jpg,,
council_088,img_2604,24 December 1540 - 25 December 1540,,1540-12-24,1540-12-24 ; 1540-12-25,"Privy Council Register, 1540-1543",,"Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; John Baker; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.88",,Text,,,,,transcriptions,/objects/img_2604.jpg,/objects/small/img_2604_sm.jpg,/objects/thumbs/img_2604_th.jpg,,
council_089,img_2605,25 December 1540 - 26 December 1540,,1540-12-25,1540-12-25 ; 1540-12-26,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.89",,Text,,,,,transcriptions,/objects/img_2605.jpg,/objects/small/img_2605_sm.jpg,/objects/thumbs/img_2605_th.jpg,,
council_090,img_2606,26 December 1540 - 27 December 1540,,1540-12-26,1540-12-26 ; 1540-12-27,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.90",,Text,,,,,transcriptions,/objects/img_2606.jpg,/objects/small/img_2606_sm.jpg,/objects/thumbs/img_2606_th.jpg,,
council_091,img_2608,27 December 1540 - 28 December 1540,,1540-12-27,1540-27-12 ; 1540-12-28,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.91",,Text,,,,,transcriptions,/objects/img_2608.jpg,/objects/small/img_2608_sm.jpg,/objects/thumbs/img_2608_th.jpg,,
council_092,img_2609,28 December 1540,,1540-12-28,1540-12-28,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.92",,Text,,,,,transcriptions,/objects/img_2609.jpg,/objects/small/img_2609_sm.jpg,/objects/thumbs/img_2609_th.jpg,,
council_093,img_2610,28 December 1540 - 29 December 1540,,1540-12-28,1540-12-28 ; 1540-12-29,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.93",,Text,,,,,transcriptions,/objects/img_2610.jpg,/objects/small/img_2610_sm.jpg,/objects/thumbs/img_2610_th.jpg,,
council_094,img_2611,29 December 1540,,1540-12-29,1540-12-29,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.94",,Text,,,,,transcriptions,/objects/img_2611.jpg,/objects/small/img_2611_sm.jpg,/objects/thumbs/img_2611_th.jpg,,
council_095,img_2612,29 December 1540 - 30 December 1540,,1540-12-29,1540-12-29 ; 1540-12-30,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.95",,Text,,,,,transcriptions,/objects/img_2612.jpg,/objects/small/img_2612_sm.jpg,/objects/thumbs/img_2612_th.jpg,,
council_096,img_2614,31 December 1540,,1540-12-31,1540-12-31,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Hampton Court,51.40374657,-0.3377945026,"The National Archives, England, PC 2/1 f.96",,Text,,,,,transcriptions,/objects/img_2614.jpg,/objects/small/img_2614_sm.jpg,/objects/thumbs/img_2614_th.jpg,,
